"Module"	"Gene1"	"Gene2"
"M5"	"IGF2BP2"	"TRIM35"
"M5"	"IGF2BP2"	"FGFR1"
"M5"	"ABLIM1"	"ASGR1"
"M5"	"ABLIM1"	"PLB1"
"M5"	"ABLIM1"	"CSTF2"
"M5"	"ABLIM1"	"RAPGEF3"
"M5"	"ABLIM1"	"FGFR2"
"M5"	"ABLIM1"	"MPP6"
"M5"	"ABLIM1"	"ZSCAN20"
"M5"	"ABLIM1"	"CCT7"
"M5"	"ABLIM1"	"LPAR1"
"M5"	"ABLIM1"	"EFS"
"M5"	"ABLIM1"	"ARRDC1"
"M5"	"ABLIM1"	"MPP7"
"M5"	"OLFML3"	"TRPC3"
"M5"	"KLHL13"	"TRIP4"
"M5"	"KLHL13"	"DIABLO"
"M5"	"KLHL13"	"USP22"
"M5"	"KLHL13"	"ADRB2"
"M5"	"KLHL13"	"SHC2"
"M5"	"KLHL13"	"SEC23A"
"M5"	"KLHL13"	"NOL9"
"M5"	"KLHL13"	"HIST1H4I"
"M5"	"KLHL13"	"STAP2"
"M5"	"KLHL13"	"AHCY"
"M5"	"KLHL13"	"NLRX1"
"M5"	"KLHL13"	"DCAF11"
"M5"	"KLHL13"	"ACOX1"
"M5"	"KLHL13"	"KDM4A"
"M5"	"KLHL13"	"PDE2A"
"M5"	"KLHL13"	"ALDH1A2"
"M5"	"TRIP4"	"NGB"
"M5"	"ST13"	"TCEAL6"
"M5"	"ST13"	"SHANK1"
"M5"	"RPS13"	"GRIN1"
"M5"	"PCGF3"	"VSNL1"
"M5"	"PCGF3"	"SGIP1"
"M5"	"OAZ3"	"MED12L"
"M5"	"TCEAL2"	"KLC2"
"M5"	"TCEAL2"	"PTP4A1"
"M5"	"TCEAL2"	"SERPIND1"
"M5"	"TCEAL2"	"STX16"
"M5"	"TCEAL2"	"C9orf50"
"M5"	"TCEAL2"	"GRB14"
"M5"	"TCEAL2"	"FUNDC2"
"M5"	"TCEAL2"	"TRMT10A"
"M5"	"TCEAL2"	"SWI5"
"M5"	"TCEAL2"	"LRP5L"
"M5"	"TCEAL2"	"PAQR7"
"M5"	"TCEAL2"	"DNAJC16"
"M5"	"TCEAL2"	"NAMPT"
"M5"	"TCEAL2"	"MED20"
"M5"	"CLIP3"	"TRPC3"
"M5"	"BSCL2"	"MED12L"
"M5"	"TNFRSF9"	"CD36"
"M5"	"TNFRSF9"	"PTPRN"
"M5"	"TNFRSF9"	"OST4"
"M5"	"TNFRSF9"	"RAD18"
"M5"	"TNFRSF9"	"NEIL1"
"M5"	"TNFRSF9"	"FGF8"
"M5"	"TNFRSF9"	"CSRP3"
"M5"	"TNFRSF9"	"MPPED1"
"M5"	"TNFRSF9"	"PTP4A1"
"M5"	"TNFRSF9"	"MYO16"
"M5"	"TNFRSF9"	"RAB5B"
"M5"	"TNFRSF9"	"GFAP"
"M5"	"TNFRSF9"	"FBLIM1"
"M5"	"TNFRSF9"	"SHMT2"
"M5"	"TNFRSF9"	"ITPR1"
"M5"	"TNFRSF9"	"WNK2"
"M5"	"TNFRSF9"	"SNCB"
"M5"	"TNFRSF9"	"ITFG3"
"M5"	"TNFRSF9"	"CHRM2"
"M5"	"TNFRSF9"	"NUP107"
"M5"	"TNFRSF9"	"TSNAX"
"M5"	"TNFRSF9"	"F10"
"M5"	"TNFRSF9"	"CDH3"
"M5"	"TNFRSF9"	"TEP1"
"M5"	"TNFRSF9"	"ITPK1"
"M5"	"TNFRSF9"	"AKT2"
"M5"	"TNFRSF9"	"TSSK2"
"M5"	"TNFRSF9"	"ZNF2"
"M5"	"TNFRSF9"	"ALAS1"
"M5"	"TNFRSF9"	"PPIC"
"M5"	"TNFRSF9"	"TRPV2"
"M5"	"TNFRSF9"	"ABHD17A"
"M5"	"TNFRSF9"	"ECE2"
"M5"	"TNFRSF9"	"FAM20C"
"M5"	"TNFRSF9"	"BTBD16"
"M5"	"TNFRSF9"	"PIPOX"
"M5"	"TNFRSF9"	"PVR"
"M5"	"TNFRSF9"	"RDM1"
"M5"	"TNFRSF9"	"HCFC2"
"M5"	"TNFRSF9"	"PLCB1"
"M5"	"TNFRSF9"	"DEAF1"
"M5"	"TNFRSF9"	"PCDH7"
"M5"	"TNFRSF9"	"LHX8"
"M5"	"TNFRSF9"	"MFSD1"
"M5"	"TNFRSF9"	"MARCH3"
"M5"	"TNFRSF9"	"KPTN"
"M5"	"TNFRSF9"	"ATP6V0D2"
"M5"	"TNFRSF9"	"CD72"
"M5"	"TNFRSF9"	"SHC1"
"M5"	"TNFRSF9"	"ZNF519"
"M5"	"TNFRSF9"	"RAB27A"
"M5"	"TNFRSF9"	"ZFP36L1"
"M5"	"TNFRSF9"	"SLC27A1"
"M5"	"PDE10A"	"ARL13A"
"M5"	"PDE10A"	"NME4"
"M5"	"PDE10A"	"DHTKD1"
"M5"	"PDE10A"	"ZBTB37"
"M5"	"PDE10A"	"TMA16"
"M5"	"PDE10A"	"FGFBP1"
"M5"	"PDE10A"	"PATZ1"
"M5"	"TPPP"	"PCDH7"
"M5"	"HOOK3"	"MED12L"
"M5"	"DPP6"	"RHOJ"
"M5"	"DPP6"	"GJD4"
"M5"	"DPP6"	"RPS10"
"M5"	"DPP6"	"SLC3A2"
"M5"	"DPP6"	"PPAP2B"
"M5"	"DPP6"	"KDM3A"
"M5"	"DPP6"	"RSL1D1"
"M5"	"DPP6"	"ST6GALNAC1"
"M5"	"DPP6"	"ARID4B"
"M5"	"DPP6"	"GINS1"
"M5"	"DPP6"	"FBXO33"
"M5"	"DPP6"	"HIST1H3A"
"M5"	"DPP6"	"CRIM1"
"M5"	"DPP6"	"PAIP2"
"M5"	"DPP6"	"SPIC"
"M5"	"RAB1B"	"MED12L"
"M5"	"APOH"	"MED12L"
"M5"	"APOH"	"TRPC3"
"M5"	"DRAP1"	"SV2B"
"M5"	"PPFIA4"	"GFRA2"
"M5"	"PPFIA4"	"NOSIP"
"M5"	"PPFIA4"	"HSPA2"
"M5"	"PPFIA4"	"GLMN"
"M5"	"PPFIA4"	"SHANK3"
"M5"	"PPFIA4"	"SLC3A2"
"M5"	"PPFIA4"	"VRK1"
"M5"	"PPFIA4"	"VPS28"
"M5"	"PPFIA4"	"MPPED1"
"M5"	"PPFIA4"	"PTP4A1"
"M5"	"PPFIA4"	"ZNF346"
"M5"	"PPFIA4"	"HTR7"
"M5"	"PPFIA4"	"ATAD5"
"M5"	"PPFIA4"	"HNRNPH3"
"M5"	"PPFIA4"	"DOK6"
"M5"	"PPFIA4"	"BMP4"
"M5"	"PPFIA4"	"LIN52"
"M5"	"PPFIA4"	"DHX33"
"M5"	"PPFIA4"	"PZP"
"M5"	"PPFIA4"	"LPAR4"
"M5"	"PPFIA4"	"OLIG3"
"M5"	"PPFIA4"	"OLIG2"
"M5"	"PPFIA4"	"ATP1A3"
"M5"	"PPFIA4"	"ADAT3"
"M5"	"PPFIA4"	"TAX1BP1"
"M5"	"PPFIA4"	"MT1G"
"M5"	"PPFIA4"	"UBE2R2"
"M5"	"PPFIA4"	"SETD1A"
"M5"	"PPFIA4"	"GZMM"
"M5"	"PPFIA4"	"BTBD3"
"M5"	"PPFIA4"	"TRMT11"
"M5"	"PPFIA4"	"CDC25C"
"M5"	"PPFIA4"	"ESPL1"
"M5"	"PPFIA4"	"SCGB1A1"
"M5"	"PPFIA4"	"BDNF"
"M5"	"PPFIA4"	"LY6G6F"
"M5"	"PPFIA4"	"RPAP3"
"M5"	"PPFIA4"	"SRP54"
"M5"	"PPFIA4"	"ID2"
"M5"	"PPFIA4"	"ROBO4"
"M5"	"PPFIA4"	"CCNDBP1"
"M5"	"PPFIA4"	"LYST"
"M5"	"PPFIA4"	"TRPS1"
"M5"	"PPFIA4"	"CLEC3B"
"M5"	"PPFIA4"	"DENND2D"
"M5"	"LACRT"	"RIMS1"
"M5"	"LACRT"	"TRIM7"
"M5"	"RNF144A"	"TRIM7"
"M5"	"RNF144A"	"TOX2"
"M5"	"PRKACA"	"KLHL32"
"M5"	"VSNL1"	"PTP4A1"
"M5"	"VSNL1"	"OSBPL1A"
"M5"	"VSNL1"	"EFNA1"
"M5"	"VSNL1"	"VPS16"
"M5"	"VSNL1"	"YES1"
"M5"	"VSNL1"	"SPAG1"
"M5"	"MATR3"	"HRH3"
"M5"	"MATR3"	"RCAN3"
"M5"	"FRMPD4"	"GRK4"
"M5"	"FRMPD4"	"CHERP"
"M5"	"FRMPD4"	"VPS54"
"M5"	"FRMPD4"	"TGFB1I1"
"M5"	"FRMPD4"	"MAFK"
"M5"	"FRMPD4"	"KPNA3"
"M5"	"FRMPD4"	"MRPS25"
"M5"	"FRMPD4"	"CDKN2A"
"M5"	"FRMPD4"	"WDR12"
"M5"	"FRMPD4"	"PLP2"
"M5"	"FRMPD4"	"IVL"
"M5"	"FRMPD4"	"PTP4A1"
"M5"	"FRMPD4"	"SPC24"
"M5"	"FRMPD4"	"KIF26B"
"M5"	"FRMPD4"	"CACNA1C"
"M5"	"FRMPD4"	"RUSC1"
"M5"	"FRMPD4"	"S100A13"
"M5"	"FRMPD4"	"MSN"
"M5"	"FRMPD4"	"CPSF6"
"M5"	"FRMPD4"	"F8A1"
"M5"	"FRMPD4"	"RRP1B"
"M5"	"FRMPD4"	"GPAA1"
"M5"	"FRMPD4"	"RNF151"
"M5"	"FRMPD4"	"BACH2"
"M5"	"FRMPD4"	"AHCY"
"M5"	"FRMPD4"	"RLF"
"M5"	"FRMPD4"	"TNR"
"M5"	"FRMPD4"	"SPSB4"
"M5"	"FRMPD4"	"BDNF"
"M5"	"FRMPD4"	"NLRP4"
"M5"	"FRMPD4"	"SOCS6"
"M5"	"FRMPD4"	"DYNC2H1"
"M5"	"FRMPD4"	"ADRB1"
"M5"	"FRMPD4"	"FAM189B"
"M5"	"FRMPD4"	"POLR3H"
"M5"	"FRMPD4"	"NOLC1"
"M5"	"FRMPD4"	"NR1H4"
"M5"	"FRMPD4"	"H3F3A"
"M5"	"FRMPD4"	"PTN"
"M5"	"FRMPD4"	"SLC25A4"
"M5"	"FRMPD4"	"LYL1"
"M5"	"FRMPD4"	"TGDS"
"M5"	"FRMPD4"	"PAEP"
"M5"	"FRMPD4"	"SMCP"
"M5"	"SYP"	"B4GALNT1"
"M5"	"VDAC3"	"TRPC3"
"M5"	"CDK13"	"B4GALNT1"
"M5"	"RIMS1"	"ZBTB7A"
"M5"	"RIMS1"	"EXOC8"
"M5"	"RIMS1"	"KLC2"
"M5"	"RIMS1"	"ZNRF3"
"M5"	"RIMS1"	"FOLR3"
"M5"	"RIMS1"	"HERC2"
"M5"	"RIMS1"	"UQCRC2"
"M5"	"RIMS1"	"RHOD"
"M5"	"RIMS1"	"TBC1D4"
"M5"	"RIMS1"	"MICALL2"
"M5"	"RIMS1"	"MYL3"
"M5"	"RIMS1"	"GNA13"
"M5"	"RIMS1"	"PDRG1"
"M5"	"RIMS1"	"CPSF4"
"M5"	"RIMS1"	"SLC7A5"
"M5"	"RIMS1"	"TENC1"
"M5"	"RIMS1"	"ARNTL2"
"M5"	"RIMS1"	"CAV1"
"M5"	"RIMS1"	"CDH11"
"M5"	"RIMS1"	"IL22RA1"
"M5"	"RIMS1"	"C8A"
"M5"	"RIMS1"	"ID4"
"M5"	"RIMS1"	"RUNX1T1"
"M5"	"RIMS1"	"RPL36AL"
"M5"	"RIMS1"	"POLR2L"
"M5"	"RIMS1"	"BRIX1"
"M5"	"RIMS1"	"SEL1L2"
"M5"	"RIMS1"	"CALCOCO2"
"M5"	"RIMS1"	"RAB11B"
"M5"	"RIMS1"	"TMEM134"
"M5"	"RIMS1"	"STARD7"
"M5"	"RIMS1"	"CFL2"
"M5"	"RIMS1"	"RBM41"
"M5"	"RIMS1"	"SYNJ2"
"M5"	"RIMS1"	"UQCRH"
"M5"	"RIMS1"	"TIAM2"
"M5"	"RIMS1"	"IK"
"M5"	"RIMS1"	"C19orf43"
"M5"	"RIMS1"	"GALNS"
"M5"	"RIMS1"	"MAPK4"
"M5"	"PCLO"	"TRPC3"
"M5"	"CDH5"	"PCDH11X"
"M5"	"SIRT5"	"EEF1A2"
"M5"	"SIRT5"	"MAPT"
"M5"	"PANX3"	"B4GALNT1"
"M5"	"RPGRIP1"	"KCNIP3"
"M5"	"CBX7"	"GRIN1"
"M5"	"CD22"	"TRPC3"
"M5"	"AFF3"	"MRPS24"
"M5"	"AFF3"	"MPPED1"
"M5"	"AFF3"	"PTP4A1"
"M5"	"AFF3"	"MEOX2"
"M5"	"AFF3"	"FANCB"
"M5"	"AFF3"	"TWISTNB"
"M5"	"AFF3"	"ESYT2"
"M5"	"AFF3"	"UBL4A"
"M5"	"AFF3"	"RPL15"
"M5"	"AFF3"	"EP400"
"M5"	"AFF3"	"WDR70"
"M5"	"AFF3"	"COX6A1"
"M5"	"AFF3"	"SORBS2"
"M5"	"AFF3"	"CDT1"
"M5"	"AFF3"	"IL3"
"M5"	"AFF3"	"PRDM13"
"M5"	"AFF3"	"DNAJC6"
"M5"	"AFF3"	"SERPINB8"
"M5"	"AFF3"	"PDLIM3"
"M5"	"AFF3"	"PIK3C2A"
"M5"	"AFF3"	"SULT1E1"
"M5"	"AFF3"	"TMEM241"
"M5"	"AFF3"	"BCL9"
"M5"	"AFF3"	"FAM103A1"
"M5"	"AFF3"	"TES"
"M5"	"ELAVL4"	"CSRNP1"
"M5"	"ELAVL4"	"RARB"
"M5"	"ELAVL4"	"SNRPD2"
"M5"	"ELAVL4"	"RPP30"
"M5"	"SSR3"	"GABRB1"
"M5"	"MSL3"	"PHACTR3"
"M5"	"TRAF5"	"RCAN3"
"M5"	"TRAF5"	"TRPC3"
"M5"	"DPYSL5"	"CSF2"
"M5"	"DPYSL5"	"TXNL1"
"M5"	"DPYSL5"	"PTP4A1"
"M5"	"DPYSL5"	"RELA"
"M5"	"DPYSL5"	"FASTK"
"M5"	"DPYSL5"	"CBFB"
"M5"	"DPYSL5"	"TPP1"
"M5"	"DPYSL5"	"PHLDB1"
"M5"	"DPYSL5"	"SLC9A2"
"M5"	"DPYSL5"	"ANKRD7"
"M5"	"DPYSL5"	"FOXA3"
"M5"	"DPYSL5"	"ACHE"
"M5"	"DPYSL5"	"PTPN6"
"M5"	"DPYSL5"	"CXXC4"
"M5"	"DPYSL5"	"STK3"
"M5"	"DPYSL5"	"C4orf46"
"M5"	"ACR"	"TRPC3"
"M5"	"BSG"	"MOCOS"
"M5"	"SCNN1G"	"HPRT1"
"M5"	"SCNN1G"	"CTBS"
"M5"	"SCNN1G"	"CASP8"
"M5"	"SCNN1G"	"PTP4A1"
"M5"	"SCNN1G"	"ACTN2"
"M5"	"SCNN1G"	"GRASP"
"M5"	"ERCC6L2"	"RNF212"
"M5"	"SGIP1"	"TMEM147"
"M5"	"SGIP1"	"RASGRF1"
"M5"	"SGIP1"	"TYK2"
"M5"	"SGIP1"	"PPIH"
"M5"	"SGIP1"	"SUN1"
"M5"	"SGIP1"	"RBBP8"
"M5"	"SGIP1"	"ADRB2"
"M5"	"SGIP1"	"KDM3A"
"M5"	"SGIP1"	"TLE4"
"M5"	"SGIP1"	"PTP4A1"
"M5"	"SGIP1"	"LSAMP"
"M5"	"SGIP1"	"PLG"
"M5"	"SGIP1"	"ABCA1"
"M5"	"SGIP1"	"THBS2"
"M5"	"SGIP1"	"DNAJB6"
"M5"	"SGIP1"	"CHAF1A"
"M5"	"SGIP1"	"PDCD7"
"M5"	"SGIP1"	"LGR5"
"M5"	"SGIP1"	"C1orf94"
"M5"	"SGIP1"	"CACNB3"
"M5"	"SGIP1"	"ATG16L2"
"M5"	"SGIP1"	"PMM2"
"M5"	"SGIP1"	"ZNF141"
"M5"	"SGIP1"	"NXF1"
"M5"	"SGIP1"	"CCDC113"
"M5"	"SGIP1"	"PTGFRN"
"M5"	"SGIP1"	"CIRH1A"
"M5"	"CDCA7L"	"HRH3"
"M5"	"VHL"	"PHACTR3"
"M5"	"MRPL23"	"YPEL4"
"M5"	"FOXP2"	"CCL25"
"M5"	"FOXP2"	"P2RX7"
"M5"	"FOXP2"	"NFATC2"
"M5"	"FOXP2"	"TAF7L"
"M5"	"FOXP2"	"XRCC1"
"M5"	"FOXP2"	"GJD4"
"M5"	"FOXP2"	"SIGLEC8"
"M5"	"FOXP2"	"PIGA"
"M5"	"FOXP2"	"ERGIC3"
"M5"	"FOXP2"	"BCAR3"
"M5"	"FOXP2"	"TARBP2"
"M5"	"FOXP2"	"SUB1"
"M5"	"FOXP2"	"TAPBP"
"M5"	"FOXP2"	"TROAP"
"M5"	"FOXP2"	"TXNL1"
"M5"	"FOXP2"	"PPAP2B"
"M5"	"FOXP2"	"FAIM2"
"M5"	"FOXP2"	"KDM3A"
"M5"	"FOXP2"	"TMED1"
"M5"	"FOXP2"	"PTP4A1"
"M5"	"FOXP2"	"HPR"
"M5"	"FOXP2"	"DPF1"
"M5"	"FOXP2"	"SGCA"
"M5"	"FOXP2"	"VLDLR"
"M5"	"FOXP2"	"SRSF5"
"M5"	"FOXP2"	"SSTR2"
"M5"	"FOXP2"	"NRAP"
"M5"	"FOXP2"	"CRIPT"
"M5"	"FOXP2"	"NMT1"
"M5"	"FOXP2"	"RELA"
"M5"	"FOXP2"	"SPCS2"
"M5"	"FOXP2"	"HMMR"
"M5"	"FOXP2"	"PHYHIPL"
"M5"	"FOXP2"	"EDF1"
"M5"	"FOXP2"	"TALDO1"
"M5"	"FOXP2"	"TMA16"
"M5"	"FOXP2"	"DXO"
"M5"	"FOXP2"	"MED13"
"M5"	"FOXP2"	"CDC42EP1"
"M5"	"FOXP2"	"PDXDC1"
"M5"	"FOXP2"	"EPHB6"
"M5"	"SV2B"	"PTGER3"
"M5"	"SV2B"	"FAR1"
"M5"	"SV2B"	"FKBP15"
"M5"	"SV2B"	"ISL2"
"M5"	"SV2B"	"NDUFA9"
"M5"	"SV2B"	"PPP1R9B"
"M5"	"SV2B"	"SORL1"
"M5"	"SV2B"	"CDH3"
"M5"	"SV2B"	"FOLR3"
"M5"	"SV2B"	"TXLNA"
"M5"	"SV2B"	"PAFAH1B2"
"M5"	"SV2B"	"DNAAF2"
"M5"	"SV2B"	"BLID"
"M5"	"LCAT"	"KCNIP3"
"M5"	"LCAT"	"MED12L"
"M5"	"LCAT"	"DNM3"
"M5"	"HAS3"	"KCNIP3"
"M5"	"MX1"	"ZNF257"
"M5"	"NRXN2"	"MEST"
"M5"	"NRXN2"	"PLXNA1"
"M5"	"NRXN2"	"ZFP91"
"M5"	"NRXN2"	"MLLT1"
"M5"	"NRXN2"	"KLHDC9"
"M5"	"NRXN2"	"LPIN2"
"M5"	"NRXN2"	"HMG20A"
"M5"	"NRXN2"	"HIVEP3"
"M5"	"NRXN2"	"LGR6"
"M5"	"NRXN2"	"POMC"
"M5"	"NRXN2"	"FRY"
"M5"	"ZIC1"	"MED12L"
"M5"	"VPS11"	"RCAN3"
"M5"	"VPS11"	"PCDH7"
"M5"	"SHD"	"LRPAP1"
"M5"	"SHD"	"PTP4A1"
"M5"	"SHD"	"ZNF251"
"M5"	"SHD"	"KPNA5"
"M5"	"SHD"	"JUP"
"M5"	"SHD"	"ZNF2"
"M5"	"SHD"	"OTUB2"
"M5"	"SHD"	"FOLR3"
"M5"	"SHD"	"COL7A1"
"M5"	"SHD"	"C17orf49"
"M5"	"SHD"	"MLLT4"
"M5"	"SHD"	"CYTH4"
"M5"	"SHD"	"TNFRSF19"
"M5"	"SHD"	"ADAM15"
"M5"	"HRH3"	"ZCCHC12"
"M5"	"HRH3"	"RMDN1"
"M5"	"HRH3"	"PPIH"
"M5"	"HRH3"	"DBF4"
"M5"	"HRH3"	"DRD4"
"M5"	"HRH3"	"TFAP2A"
"M5"	"HRH3"	"REV1"
"M5"	"HRH3"	"LYN"
"M5"	"HRH3"	"AZI2"
"M5"	"HRH3"	"CLTA"
"M5"	"HRH3"	"FAIM2"
"M5"	"HRH3"	"TAF1A"
"M5"	"HRH3"	"FCER1G"
"M5"	"HRH3"	"CMYA5"
"M5"	"HRH3"	"LARP1"
"M5"	"HRH3"	"EIF3I"
"M5"	"HRH3"	"GRIN1"
"M5"	"HRH3"	"F10"
"M5"	"HRH3"	"TRIM29"
"M5"	"HRH3"	"HFE"
"M5"	"HRH3"	"DHDDS"
"M5"	"HRH3"	"MYO1G"
"M5"	"HRH3"	"CDC14A"
"M5"	"HRH3"	"KCNN3"
"M5"	"HRH3"	"ICAM2"
"M5"	"HRH3"	"NSFL1C"
"M5"	"HRH3"	"NOC2L"
"M5"	"HRH3"	"TNR"
"M5"	"HRH3"	"PDX1"
"M5"	"HRH3"	"PCDH7"
"M5"	"HRH3"	"NME4"
"M5"	"HRH3"	"MYL3"
"M5"	"HRH3"	"GNA13"
"M5"	"HRH3"	"SLC7A5"
"M5"	"HRH3"	"TENC1"
"M5"	"HRH3"	"DET1"
"M5"	"HRH3"	"GBF1"
"M5"	"HRH3"	"ZNF44"
"M5"	"HRH3"	"NAA16"
"M5"	"HRH3"	"CEP70"
"M5"	"HRH3"	"ITGAM"
"M5"	"HRH3"	"ABCA2"
"M5"	"HRH3"	"TPO"
"M5"	"HRH3"	"FBN2"
"M5"	"HRH3"	"SLAMF7"
"M5"	"HRH3"	"CYP4F3"
"M5"	"HRH3"	"SORCS3"
"M5"	"HRH3"	"ARNTL2"
"M5"	"HRH3"	"ARC"
"M5"	"HRH3"	"FSIP1"
"M5"	"HRH3"	"KRT27"
"M5"	"HRH3"	"BOD1L1"
"M5"	"HRH3"	"LLPH"
"M5"	"HRH3"	"BHLHA15"
"M5"	"HRH3"	"GCG"
"M5"	"HRH3"	"SMR3B"
"M5"	"HRH3"	"CAMK1D"
"M5"	"HRH3"	"SPECC1"
"M5"	"HRH3"	"NDUFS2"
"M5"	"HRH3"	"NUBPL"
"M5"	"HRH3"	"ZNF74"
"M5"	"HRH3"	"SOD1"
"M5"	"HRH3"	"USMG5"
"M5"	"HRH3"	"CNNM2"
"M5"	"HRH3"	"TNFRSF10C"
"M5"	"HRH3"	"HSCB"
"M5"	"HRH3"	"ZNF57"
"M5"	"HRH3"	"HLA-A"
"M5"	"HRH3"	"TBCE"
"M5"	"HRH3"	"COMMD6"
"M5"	"HRH3"	"CAV1"
"M5"	"HRH3"	"PHF11"
"M5"	"HRH3"	"KATNB1"
"M5"	"HRH3"	"MYOZ3"
"M5"	"HRH3"	"COPZ2"
"M5"	"HRH3"	"RASIP1"
"M5"	"HRH3"	"BCAN"
"M5"	"HRH3"	"TWSG1"
"M5"	"HRH3"	"NME6"
"M5"	"HRH3"	"MTM1"
"M5"	"HRH3"	"EGLN1"
"M5"	"HRH3"	"C6orf25"
"M5"	"HRH3"	"FTL"
"M5"	"HRH3"	"LENG8"
"M5"	"HRH3"	"CDH11"
"M5"	"HRH3"	"IL22RA1"
"M5"	"HRH3"	"FBXL13"
"M5"	"HRH3"	"CARD11"
"M5"	"HRH3"	"ARPC2"
"M5"	"HRH3"	"CSNK1G3"
"M5"	"HRH3"	"CABP4"
"M5"	"HRH3"	"ZDHHC6"
"M5"	"HRH3"	"SMOC2"
"M5"	"HRH3"	"RXRG"
"M5"	"HRH3"	"FXYD1"
"M5"	"HRH3"	"MMP1"
"M5"	"HRH3"	"EGF"
"M5"	"HRH3"	"SPOCK2"
"M5"	"HRH3"	"MDFIC"
"M5"	"HRH3"	"TRAPPC8"
"M5"	"HRH3"	"UBXN11"
"M5"	"HRH3"	"FAM160A2"
"M5"	"HRH3"	"SYT9"
"M5"	"HRH3"	"SALL2"
"M5"	"HRH3"	"NUDT19"
"M5"	"HRH3"	"STX3"
"M5"	"HRH3"	"C1QTNF9"
"M5"	"HRH3"	"IFNGR2"
"M5"	"HRH3"	"LRRC4"
"M5"	"HRH3"	"EPS8L2"
"M5"	"HRH3"	"RPS6KA4"
"M5"	"HRH3"	"POLR2J"
"M5"	"HRH3"	"CPVL"
"M5"	"HRH3"	"B4GALT3"
"M5"	"HRH3"	"RBM47"
"M5"	"HRH3"	"DEFB103A"
"M5"	"HRH3"	"ATHL1"
"M5"	"HRH3"	"SELO"
"M5"	"HRH3"	"ORC1"
"M5"	"HRH3"	"MIS12"
"M5"	"HRH3"	"MAP7D1"
"M5"	"HRH3"	"DTX2"
"M5"	"HRH3"	"HIST1H4E"
"M5"	"HRH3"	"PARD6G"
"M5"	"HRH3"	"HNRNPA1"
"M5"	"HRH3"	"DOCK9"
"M5"	"HRH3"	"TANGO2"
"M5"	"HRH3"	"DDX23"
"M5"	"HRH3"	"IRAK4"
"M5"	"HRH3"	"TOR1AIP1"
"M5"	"HRH3"	"MOG"
"M5"	"HRH3"	"ZNF665"
"M5"	"HRH3"	"C1D"
"M5"	"HRH3"	"TENM1"
"M5"	"HRH3"	"ZNF76"
"M5"	"HRH3"	"RICTOR"
"M5"	"HRH3"	"SSBP1"
"M5"	"HRH3"	"IGF1"
"M5"	"HRH3"	"FOLH1"
"M5"	"HRH3"	"EMCN"
"M5"	"HRH3"	"KCTD11"
"M5"	"HRH3"	"HMGN1"
"M5"	"HRH3"	"NRTN"
"M5"	"HRH3"	"BCL9"
"M5"	"HRH3"	"HRK"
"M5"	"HRH3"	"MBL2"
"M5"	"HRH3"	"SLC27A6"
"M5"	"HRH3"	"RAPSN"
"M5"	"HRH3"	"RPS3A"
"M5"	"HRH3"	"FMR1"
"M5"	"HRH3"	"PCDHB11"
"M5"	"HRH3"	"INVS"
"M5"	"HRH3"	"NARS2"
"M5"	"HRH3"	"TFCP2"
"M5"	"HRH3"	"ARHGAP6"
"M5"	"HRH3"	"FCRL3"
"M5"	"HRH3"	"ZBTB12"
"M5"	"HRH3"	"XPO6"
"M5"	"HRH3"	"SERINC2"
"M5"	"HRH3"	"RRP36"
"M5"	"HRH3"	"S1PR5"
"M5"	"HRH3"	"HAT1"
"M5"	"HRH3"	"LRRC49"
"M5"	"HRH3"	"TNFSF13"
"M5"	"HRH3"	"MAP3K3"
"M5"	"HRH3"	"PHYKPL"
"M5"	"HRH3"	"STX7"
"M5"	"HRH3"	"LYVE1"
"M5"	"HRH3"	"LOXL4"
"M5"	"HRH3"	"CFC1"
"M5"	"HRH3"	"NLN"
"M5"	"HRH3"	"HOXA9"
"M5"	"HRH3"	"DOK2"
"M5"	"HRH3"	"LGALS2"
"M5"	"HRH3"	"SLC40A1"
"M5"	"HRH3"	"TRIM68"
"M5"	"HRH3"	"ZNF426"
"M5"	"HRH3"	"SHISA5"
"M5"	"HRH3"	"ANAPC1"
"M5"	"HRH3"	"LATS2"
"M5"	"HRH3"	"CACNA1H"
"M5"	"HRH3"	"CDC7"
"M5"	"HRH3"	"POT1"
"M5"	"HRH3"	"EEF1G"
"M5"	"HRH3"	"RAB15"
"M5"	"HRH3"	"TRIT1"
"M5"	"HRH3"	"ADRM1"
"M5"	"HRH3"	"PAGE2"
"M5"	"HRH3"	"CDH18"
"M5"	"HRH3"	"FICD"
"M5"	"HRH3"	"TNNI3K"
"M5"	"HRH3"	"CCT8"
"M5"	"HRH3"	"BBS1"
"M5"	"HRH3"	"RHEB"
"M5"	"HRH3"	"ANG"
"M5"	"HRH3"	"PRMT7"
"M5"	"HRH3"	"ULK3"
"M5"	"HRH3"	"TPSAB1"
"M5"	"HRH3"	"TOPAZ1"
"M5"	"HRH3"	"ACADS"
"M5"	"HRH3"	"FAM171A2"
"M5"	"HRH3"	"RPL13"
"M5"	"HRH3"	"TUBGCP4"
"M5"	"HRH3"	"PI4KA"
"M5"	"HRH3"	"AK4"
"M5"	"HRH3"	"SNIP1"
"M5"	"HRH3"	"DHRS12"
"M5"	"HRH3"	"ODF4"
"M5"	"HRH3"	"ZNF609"
"M5"	"HRH3"	"KCTD4"
"M5"	"HRH3"	"ST3GAL4"
"M5"	"HRH3"	"KRT17"
