"Module"	"Gene1"	"Gene2"
"M1"	"BHMT"	"C6orf165"
"M1"	"BHMT"	"SPRY2"
"M1"	"BHMT"	"STAT3"
"M1"	"BHMT"	"CDKN1B"
"M1"	"MYC"	"MUSTN1"
"M1"	"MYC"	"KLHDC9"
"M1"	"MYC"	"APBB1IP"
"M1"	"MYC"	"PTP4A1"
"M1"	"MYC"	"NPAT"
"M1"	"MYC"	"AKR1B10"
"M1"	"MYC"	"ACAD8"
"M1"	"MYC"	"TP53BP2"
"M1"	"MYC"	"PHF14"
"M1"	"MYC"	"ARHGEF40"
"M1"	"TEX14"	"MLF1"
"M1"	"TEX14"	"CAMK2B"
"M1"	"TEX14"	"RABGAP1"
"M1"	"TEX14"	"ARID4B"
"M1"	"TEX14"	"HIST1H3A"
"M1"	"TNRC6A"	"SRPK3"
"M1"	"CAV3"	"PRKAB2"
"M1"	"CAV3"	"DGCR14"
"M1"	"CAV3"	"PTP4A1"
"M1"	"CAV3"	"ZNF2"
"M1"	"CAV3"	"BUB3"
"M1"	"CAV3"	"CASP1"
"M1"	"CASQ2"	"SRPK3"
"M1"	"GABPA"	"C8orf34"
"M1"	"GABPA"	"FAM19A4"
"M1"	"HOXD9"	"SNRPB2"
"M1"	"HOXD9"	"APC2"
"M1"	"HOXD9"	"INA"
"M1"	"HOXD9"	"NISCH"
"M1"	"HOXD9"	"KIF1B"
"M1"	"HOXD9"	"CCNA1"
"M1"	"HOXD9"	"HNRNPL"
"M1"	"HOXD9"	"E2F4"
"M1"	"HOXD9"	"CSNK1D"
"M1"	"HOXD9"	"COG5"
"M1"	"HOXD9"	"CEP97"
"M1"	"HOXD9"	"ID1"
"M1"	"HOXD9"	"TCF21"
"M1"	"HOXD9"	"MUSTN1"
"M1"	"HOXD9"	"IGFALS"
"M1"	"HOXD9"	"PRF1"
"M1"	"HOXD9"	"FOLR3"
"M1"	"HOXD9"	"PTP4A1"
"M1"	"HOXD9"	"SKAP1"
"M1"	"HOXD9"	"STRADA"
"M1"	"HOXD9"	"TRAPPC1"
"M1"	"HOXD9"	"MRTO4"
"M1"	"HOXD9"	"MYO1G"
"M1"	"HOXD9"	"CTNNBIP1"
"M1"	"HOXD9"	"ARR3"
"M1"	"HOXD9"	"RAP1B"
"M1"	"HOXD9"	"MAGI3"
"M1"	"HOXD9"	"EIF2B1"
"M1"	"HOXD9"	"PADI1"
"M1"	"HOXD9"	"ROR2"
"M1"	"HOXD9"	"TLE4"
"M1"	"HOXD9"	"KIF13A"
"M1"	"HOXD9"	"PHF14"
"M1"	"HOXD9"	"IL22RA1"
"M1"	"HOXD9"	"POGK"
"M1"	"HOXD9"	"C4orf32"
"M1"	"HOXD9"	"SOX30"
"M1"	"IRF8"	"TTN"
"M1"	"IRF8"	"RXRG"
"M1"	"IRF8"	"CDK5R2"
"M1"	"SV2C"	"SRPK3"
"M1"	"TNFAIP1"	"C8orf34"
"M1"	"PDE6B"	"KLHDC9"
"M1"	"PDE6B"	"PTP4A1"
"M1"	"PDE6B"	"CITED4"
"M1"	"PDE6B"	"PTPRF"
"M1"	"PDE6B"	"IGF2BP1"
"M1"	"PDE6B"	"MTUS1"
"M1"	"PDE6B"	"HIST1H4A"
"M1"	"PDE6B"	"ZHX1-C8ORF76"
"M1"	"MSTN"	"PALMD"
"M1"	"SRSF11"	"SLC27A6"
"M1"	"TIMM44"	"MYO5B"
"M1"	"PAM16"	"FGF8"
"M1"	"UNC119"	"PRR5L"
"M1"	"UNC119"	"TUBA1C"
"M1"	"UNC119"	"STAP2"
"M1"	"UNC119"	"CSRP3"
"M1"	"UNC119"	"PTP4A1"
"M1"	"UNC119"	"DDX58"
"M1"	"UNC119"	"MYH13"
"M1"	"UNC119"	"LBR"
"M1"	"UNC119"	"LAMTOR4"
"M1"	"UNC119"	"ASB3"
"M1"	"UNC119"	"UBE2R2"
"M1"	"UNC119"	"CNTFR"
"M1"	"UNC119"	"APEH"
"M1"	"UNC119"	"DCAF17"
"M1"	"UNC119"	"SERPIND1"
"M1"	"UNC119"	"IVNS1ABP"
"M1"	"UNC119"	"HRASLS"
"M1"	"UNC119"	"PANX2"
"M1"	"UNC119"	"PAQR7"
"M1"	"UNC119"	"SEC61A1"
"M1"	"UNC119"	"TRMT10A"
"M1"	"UNC119"	"SIX1"
"M1"	"UNC119"	"LRP5L"
"M1"	"UNC119"	"NAMPT"
"M1"	"UNC119"	"THEM6"
"M1"	"SPRR2E"	"PKP1"
"M1"	"SPRR2E"	"AQP3"
"M1"	"ZCCHC17"	"NRTN"
"M1"	"ZCCHC17"	"CASZ1"
"M1"	"ITGAM"	"MPP7"
"M1"	"EPPK1"	"GSC"
"M1"	"EPPK1"	"KCNC1"
"M1"	"EPPK1"	"APOC2"
"M1"	"EPPK1"	"PAFAH1B2"
"M1"	"EPPK1"	"HPRT1"
"M1"	"EPPK1"	"SS18"
"M1"	"EPPK1"	"PSMB9"
"M1"	"EPPK1"	"MCRS1"
"M1"	"EPPK1"	"RPL35A"
"M1"	"EPPK1"	"VPS54"
"M1"	"EPPK1"	"ELP5"
"M1"	"EPPK1"	"TRPM4"
"M1"	"EPPK1"	"SERPINA4"
"M1"	"EPPK1"	"VSIG10"
"M1"	"EPPK1"	"NDUFAF7"
"M1"	"EPPK1"	"NFIC"
"M1"	"ASB11"	"POTEE"
"M1"	"RNF41"	"CACNA1G"
"M1"	"PPFIBP2"	"C8orf34"
"M1"	"VSX2"	"SLC9A3"
"M1"	"VSX2"	"PARP3"
"M1"	"VSX2"	"SPHK2"
"M1"	"VSX2"	"COL4A1"
"M1"	"VSX2"	"DOCK4"
"M1"	"VSX2"	"SLC3A2"
"M1"	"VSX2"	"RSL1D1"
"M1"	"VSX2"	"A1BG"
"M1"	"VSX2"	"MSRB1"
"M1"	"VSX2"	"PTP4A1"
"M1"	"VSX2"	"NKX2-3"
"M1"	"VSX2"	"SLBP"
"M1"	"VSX2"	"CDC26"
"M1"	"VSX2"	"MED21"
"M1"	"VSX2"	"JOSD1"
"M1"	"VSX2"	"MINK1"
"M1"	"VSX2"	"NCL"
"M1"	"VSX2"	"C7"
"M1"	"VSX2"	"LUZP1"
"M1"	"VSX2"	"SMAD3"
"M1"	"VSX2"	"SMC4"
"M1"	"VSX2"	"TMEM45A"
"M1"	"VSX2"	"FICD"
"M1"	"KNTC1"	"ZFPM2"
"M1"	"KNTC1"	"NPW"
"M1"	"HOXD3"	"CTBS"
"M1"	"HOXD3"	"ROCK1"
"M1"	"HOXD3"	"PTPRK"
"M1"	"HOXD3"	"FGFBP1"
"M1"	"HOXD3"	"PCGF6"
"M1"	"HOXD3"	"TFR2"
"M1"	"HOXD3"	"CAPNS2"
"M1"	"HOXD3"	"EZH2"
"M1"	"HOXD3"	"GALNT13"
"M1"	"CRABP2"	"FOLR3"
"M1"	"CRABP2"	"GPN3"
"M1"	"CRABP2"	"FHL5"
"M1"	"CRABP2"	"HSF4"
"M1"	"CRABP2"	"SDHA"
"M1"	"THBD"	"CDH8"
"M1"	"THBD"	"CPNE6"
"M1"	"RAP1GAP"	"DAB1"
"M1"	"RAP1GAP"	"RIMBP2"
"M1"	"RRP15"	"CPNE6"
"M1"	"HCN3"	"TAL2"
"M1"	"TMEM11"	"FGF8"
"M1"	"TMEM11"	"PLVAP"
"M1"	"DCAF11"	"SLC1A7"
"M1"	"DCAF11"	"AIPL1"
"M1"	"DCAF11"	"POTEE"
"M1"	"DCAF11"	"TAL2"
"M1"	"DCAF11"	"NPAS1"
"M1"	"DKK1"	"PKP1"
"M1"	"DKK1"	"FLT4"
"M1"	"DKK1"	"PTP4A1"
"M1"	"DKK1"	"BRIX1"
"M1"	"DKK1"	"ZBTB38"
"M1"	"DKK1"	"KDM5D"
"M1"	"DKK1"	"GRWD1"
"M1"	"DKK1"	"FSD2"
"M1"	"DKK1"	"HSDL2"
"M1"	"DKK1"	"CNOT8"
"M1"	"TDP2"	"RIMBP2"
"M1"	"TDP2"	"CKM"
"M1"	"LCN2"	"TPH1"
"M1"	"LCAT"	"PKP1"
"M1"	"LCAT"	"FGF8"
"M1"	"ABCC8"	"TTN"
"M1"	"ABCC8"	"RPL3L"
"M1"	"ABCC8"	"CACNA1G"
"M1"	"MX1"	"ACSL6"
"M1"	"PPA2"	"CPNE6"
"M1"	"NARF"	"HOXD13"
"M1"	"PKP1"	"SAE1"
"M1"	"PKP1"	"GNA12"
"M1"	"PKP1"	"RNF114"
"M1"	"PKP1"	"FBXL18"
"M1"	"PKP1"	"SCAP"
"M1"	"PKP1"	"AGO4"
"M1"	"PKP1"	"STUB1"
"M1"	"PKP1"	"SNED1"
"M1"	"PKP1"	"NR5A1"
"M1"	"PKP1"	"PIWIL2"
"M1"	"PKP1"	"TIAM1"
"M1"	"PKP1"	"AMIGO3"
"M1"	"PKP1"	"CUL7"
"M1"	"PKP1"	"PCSK4"
"M1"	"PKP1"	"ZFP91"
"M1"	"PKP1"	"TMPO"
"M1"	"PKP1"	"ARHGEF2"
"M1"	"PKP1"	"SRSF9"
"M1"	"PKP1"	"TRAPPC5"
"M1"	"PKP1"	"SLC31A2"
"M1"	"PKP1"	"MINOS1"
"M1"	"PKP1"	"MYH9"
"M1"	"PKP1"	"CLK4"
"M1"	"PKP1"	"DERL3"
"M1"	"PKP1"	"MTHFD1L"
"M1"	"PKP1"	"TMEM173"
"M1"	"PKP1"	"MT1A"
"M1"	"PKP1"	"RALGAPB"
"M1"	"PKP1"	"ENTPD6"
"M1"	"PKP1"	"USP41"
"M1"	"PKP1"	"RAB33B"
"M1"	"PKP1"	"KCNK18"
"M1"	"PKP1"	"H2AFX"
"M1"	"PKP1"	"COMMD2"
"M1"	"SNRPB2"	"SRPK3"
"M1"	"PDIA6"	"TAL2"
"M1"	"SPRY1"	"GLIPR2"
"M1"	"SPRY1"	"RASGRF2"
"M1"	"SPRY1"	"PTPRN"
"M1"	"SPRY1"	"FGF8"
"M1"	"VPS11"	"POTEE"
"M1"	"VPS11"	"RXRG"
"M1"	"VPS11"	"STX3"
"M1"	"VPS11"	"CDK5R2"
"M1"	"HRH3"	"NRTN"
"M1"	"HRH3"	"RXRG"
"M1"	"HRH3"	"STX3"
"M1"	"HRH3"	"SLC27A6"
"M1"	"IGF2BP3"	"FOLR3"
"M1"	"IGF2BP3"	"PTP4A1"
"M1"	"IGF2BP3"	"FBLIM1"
"M1"	"IGF2BP3"	"AKT3"
"M1"	"IGF2BP3"	"NRAP"
"M1"	"IGF2BP3"	"USP2"
"M1"	"IGF2BP3"	"KCTD8"
"M1"	"IGF2BP3"	"HARS2"
"M1"	"IGF2BP3"	"RPS3"
"M1"	"IGF2BP3"	"C1orf35"
"M1"	"IGF2BP3"	"MPP3"
"M1"	"IGF2BP3"	"INTS3"
"M1"	"IGF2BP3"	"TMEM216"
"M1"	"IGF2BP3"	"CYP27C1"
"M1"	"IGF2BP3"	"CYFIP2"
"M1"	"IGF2BP3"	"CLGN"
"M1"	"IGF2BP3"	"HCLS1"
"M1"	"IGF2BP3"	"GAR1"
"M1"	"IGF2BP3"	"UQCRB"
"M1"	"IGF2BP3"	"FARP2"
"M1"	"IGF2BP3"	"RABEP2"
"M1"	"APC2"	"ACSL6"
"M1"	"TMEM147"	"TPH1"
"M1"	"KRT78"	"NPW"
"M1"	"MYOG"	"TROAP"
"M1"	"MYOG"	"UBE2L6"
"M1"	"MYOG"	"PTP4A1"
"M1"	"MYOG"	"KLK2"
"M1"	"MYOG"	"FUBP1"
"M1"	"MYOG"	"UHMK1"
"M1"	"MYOG"	"CNTFR"
"M1"	"MYOG"	"TIAL1"
"M1"	"MYOG"	"NBR1"
"M1"	"MYOG"	"ABCA5"
"M1"	"MYOG"	"SVIP"
"M1"	"MYOG"	"TOM1"
"M1"	"MYOG"	"FMO4"
"M1"	"MYOG"	"ZNF442"
"M1"	"ACOX3"	"PALMD"
"M1"	"CNTROB"	"GNGT1"
"M1"	"ARFIP1"	"TAL2"
"M1"	"RGS20"	"SRPK3"
"M1"	"GLIPR2"	"FBL"
"M1"	"GLIPR2"	"EDEM1"
"M1"	"GLIPR2"	"SPARC"
"M1"	"GLIPR2"	"WAPAL"
"M1"	"GLIPR2"	"FBXL18"
"M1"	"GLIPR2"	"TDRD7"
"M1"	"GLIPR2"	"RFX5"
"M1"	"GLIPR2"	"SNED1"
"M1"	"GLIPR2"	"BCAM"
"M1"	"GLIPR2"	"HAO2"
"M1"	"GLIPR2"	"CALB1"
"M1"	"GLIPR2"	"TARBP2"
"M1"	"GLIPR2"	"TAPBP"
"M1"	"GLIPR2"	"ZNF131"
"M1"	"GLIPR2"	"FZD4"
"M1"	"GLIPR2"	"RCBTB2"
"M1"	"GLIPR2"	"IGFALS"
"M1"	"GLIPR2"	"VPS28"
"M1"	"GLIPR2"	"MPPED1"
"M1"	"GLIPR2"	"PTP4A1"
"M1"	"GLIPR2"	"CISH"
"M1"	"GLIPR2"	"HRAS"
"M1"	"GLIPR2"	"TINAGL1"
"M1"	"GLIPR2"	"PPL"
"M1"	"GLIPR2"	"DPYSL3"
"M1"	"GLIPR2"	"FBXO8"
"M1"	"GLIPR2"	"PGR"
"M1"	"GLIPR2"	"SMARCE1"
"M1"	"GLIPR2"	"CDCA4"
"M1"	"GLIPR2"	"WDR26"
"M1"	"GLIPR2"	"EXOC8"
"M1"	"GLIPR2"	"COPE"
"M1"	"GLIPR2"	"PIK3R2"
"M1"	"GLIPR2"	"CYB5R3"
"M1"	"AKAP1"	"FAM19A4"
"M1"	"ARHGAP10"	"MPP7"
"M1"	"NFATC4"	"LAPTM4B"
"M1"	"NFATC4"	"SRPK3"
"M1"	"UPK2"	"SERPINA5"
"M1"	"DENR"	"C8orf34"
"M1"	"GNA12"	"POTEE"
"M1"	"GNA12"	"MYO5B"
"M1"	"GNA12"	"PKHD1"
"M1"	"PRKDC"	"PCSK2"
"M1"	"UBE2E2"	"CDK5R2"
"M1"	"UBE2E2"	"PALMD"
"M1"	"NRBF2"	"PLVAP"
"M1"	"SVIL"	"MAGEC1"
"M1"	"SVIL"	"C8orf34"
"M1"	"ARRDC3"	"COL23A1"
"M1"	"HTT"	"NPAS1"
"M1"	"APTX"	"ZFPM2"
"M1"	"APTX"	"TERT"
"M1"	"APTX"	"PLVAP"
"M1"	"APTX"	"CACNA1G"
"M1"	"APTX"	"DEFA5"
"M1"	"RNF103"	"CPNE6"
"M1"	"CYP2E1"	"C8orf34"
"M1"	"CYP2E1"	"FAM19A4"
"M1"	"MSI2"	"PLVAP"
"M1"	"ASPM"	"ART3"
"M1"	"GLIS3"	"PCP4L1"
"M1"	"PCDHB10"	"PTPRN"
"M1"	"S100Z"	"CPNE6"
"M1"	"S100Z"	"CCDC155"
"M1"	"ZCCHC12"	"STX3"
"M1"	"SUPT4H1"	"ACSL6"
"M1"	"LRP2"	"IFT57"
"M1"	"LRP2"	"RUNX1T1"
"M1"	"LRP2"	"CRIPT"
"M1"	"LRP2"	"EPHA8"
"M1"	"LRP2"	"PTP4A1"
"M1"	"LRP2"	"MT1G"
"M1"	"LRP2"	"FIZ1"
"M1"	"LRP2"	"AKT3"
"M1"	"LRP2"	"SNX30"
"M1"	"LRP2"	"KIF15"
"M1"	"LRP2"	"RGS2"
"M1"	"LRP2"	"CHAF1A"
"M1"	"LRP2"	"UQCR11"
"M1"	"LRP2"	"TNR"
"M1"	"LRP2"	"CARD11"
"M1"	"LRP2"	"CD93"
"M1"	"LRP2"	"SLC25A23"
"M1"	"LRP2"	"PAN2"
"M1"	"LRP2"	"IGSF9"
"M1"	"LRP2"	"SEPT2"
"M1"	"LRP2"	"PLS3"
"M1"	"LRP2"	"POLR3C"
"M1"	"LRP2"	"SLC9A3R1"
"M1"	"LRP2"	"ZNF804A"
"M1"	"LRP2"	"DNAAF2"
"M1"	"RNF185"	"C8orf34"
"M1"	"ZNF408"	"SRPK3"
"M1"	"SSR2"	"CYP2W1"
"M1"	"ARF4"	"ART3"
"M1"	"TTN"	"SLC9A3"
"M1"	"TTN"	"ATG7"
"M1"	"TTN"	"PTP4A1"
"M1"	"TTN"	"PPP1R2"
"M1"	"TTN"	"NCAPH"
"M1"	"TTN"	"SENP1"
"M1"	"TTN"	"NUP85"
"M1"	"TTN"	"TULP3"
"M1"	"TTN"	"PPP1R13B"
"M1"	"TTN"	"TAF2"
"M1"	"TTN"	"RASSF1"
"M1"	"TTN"	"RGS11"
"M1"	"TTN"	"CPSF2"
"M1"	"TTN"	"RASGRP3"
"M1"	"TTN"	"HIST1H3B"
"M1"	"TTN"	"HELZ"
"M1"	"TTN"	"RAPGEF6"
"M1"	"TTN"	"SGCD"
"M1"	"TTN"	"RAB26"
"M1"	"TTN"	"NPC1"
"M1"	"TTN"	"GIMAP4"
"M1"	"TTN"	"TAF4"
"M1"	"PTBP1"	"TNNC1"
"M1"	"ABL2"	"C8orf34"
"M1"	"PPIH"	"NPW"
"M1"	"LRPPRC"	"RXRG"
"M1"	"LRPPRC"	"CYP2W1"
"M1"	"DCP1A"	"TERT"
"M1"	"DCP1A"	"RPL3L"
"M1"	"WAPAL"	"CPNE6"
"M1"	"CEP152"	"C8orf34"
"M1"	"GDI1"	"HOXD13"
"M1"	"FBXL18"	"TMEM233"
"M1"	"LMO2"	"CPNE6"
"M1"	"CDK5R1"	"CCDC155"
"M1"	"ZFPM2"	"MTIF2"
"M1"	"ZFPM2"	"CDK5"
"M1"	"ZFPM2"	"RHOG"
"M1"	"ZFPM2"	"ACVR1"
"M1"	"ZFPM2"	"SNRNP27"
"M1"	"ZFPM2"	"CD53"
"M1"	"ZFPM2"	"VPS72"
"M1"	"ZFPM2"	"RHPN2"
"M1"	"ZFPM2"	"PTP4A1"
"M1"	"ZFPM2"	"DLG5"
"M1"	"ZFPM2"	"FBLIM1"
"M1"	"ZFPM2"	"SH3BP5"
"M1"	"ZFPM2"	"ACSM3"
"M1"	"ZFPM2"	"CALML5"
"M1"	"ZFPM2"	"SF3B4"
"M1"	"ZFPM2"	"TOP2B"
"M1"	"ZFPM2"	"PHF20"
"M1"	"ZFPM2"	"TACSTD2"
"M1"	"ZFPM2"	"NDUFA13"
"M1"	"ZFPM2"	"F7"
"M1"	"ZFPM2"	"CDK4"
"M1"	"ZFPM2"	"DNAJC5"
"M1"	"ZFPM2"	"BAHD1"
"M1"	"ZFPM2"	"SSTR4"
"M1"	"ZFPM2"	"PTGDS"
"M1"	"ZFPM2"	"ASB4"
"M1"	"ZFPM2"	"RFWD2"
"M1"	"ZFPM2"	"SNRPD2"
"M1"	"ZFPM2"	"RFX4"
"M1"	"ZFPM2"	"PCGF1"
"M1"	"ZFPM2"	"CPNE6"
"M1"	"ZFPM2"	"SIGLEC9"
"M1"	"ZFPM2"	"CYP27C1"
"M1"	"ZFPM2"	"HCLS1"
"M1"	"ZFPM2"	"TAF4"
"M1"	"ZFPM2"	"CDX1"
"M1"	"ZFPM2"	"PEX5"
"M1"	"ZFPM2"	"PPP1R3G"
"M1"	"ZFPM2"	"CXCL16"
"M1"	"ZFPM2"	"TSTD1"
"M1"	"ZFPM2"	"CMKLR1"
"M1"	"ZFPM2"	"LRRC69"
"M1"	"ZFPM2"	"ZNF414"
"M1"	"ZFPM2"	"MBNL1"
"M1"	"ZFPM2"	"RBMS1"
"M1"	"ZFPM2"	"DKC1"
"M1"	"ZFPM2"	"ERBB2IP"
"M1"	"ZFPM2"	"ZIC5"
"M1"	"ZFPM2"	"PLD5"
"M1"	"ZFPM2"	"OSBPL10"
"M1"	"ZFPM2"	"MAP3K6"
"M1"	"ZFPM2"	"SF3A2"
"M1"	"ZFPM2"	"VPS29"
"M1"	"ZFPM2"	"GOLGA3"
"M1"	"PATZ1"	"SRPK3"
"M1"	"MEST"	"TAL2"
"M1"	"HIST1H3H"	"CYP2W1"
"M1"	"MPL"	"ASIC2"
"M1"	"MPL"	"CPNE6"
"M1"	"HIST1H1E"	"CDH8"
"M1"	"VTN"	"PTP4A1"
"M1"	"VTN"	"NCR2"
"M1"	"VTN"	"FOXD3"
"M1"	"VTN"	"MARC1"
"M1"	"VTN"	"NFATC1"
"M1"	"VTN"	"GABRA2"
"M1"	"VTN"	"RBP1"
"M1"	"VTN"	"RQCD1"
"M1"	"VTN"	"SP4"
"M1"	"VTN"	"ATP11C"
"M1"	"VTN"	"FBXL22"
"M1"	"VTN"	"BCHE"
"M1"	"VTN"	"IFT52"
"M1"	"VTN"	"CNNM2"
"M1"	"VTN"	"ZCRB1"
"M1"	"GATA3"	"PTPRN"
"M1"	"GATA3"	"DAB1"
"M1"	"DEDD2"	"NEFM"
"M1"	"DEDD2"	"NPR3"
"M1"	"DEDD2"	"CDK5R2"
"M1"	"DEDD2"	"CASZ1"
"M1"	"CDHR1"	"RPS15A"
"M1"	"CDHR1"	"PTP4A1"
"M1"	"CDHR1"	"BMP4"
"M1"	"CDHR1"	"OLIG2"
"M1"	"CDHR1"	"KIF20A"
"M1"	"CDHR1"	"WDR35"
"M1"	"CDHR1"	"NEDD8"
"M1"	"CDHR1"	"UVRAG"
"M1"	"CDHR1"	"TRAF3IP1"
"M1"	"CDHR1"	"UHMK1"
"M1"	"CDHR1"	"APEH"
"M1"	"CDHR1"	"CAMK2B"
"M1"	"CDHR1"	"CCR5"
"M1"	"CDHR1"	"EPB41L2"
"M1"	"CDHR1"	"CARM1"
"M1"	"CDHR1"	"ALOX12"
"M1"	"CDHR1"	"HOXA11"
"M1"	"CDHR1"	"MPDZ"
"M1"	"CDHR1"	"LCOR"
"M1"	"CDHR1"	"NDUFS5"
"M1"	"CDHR1"	"SSBP2"
"M1"	"CDHR1"	"ARL1"
"M1"	"CDHR1"	"AIM1"
"M1"	"CDHR1"	"CTNNA2"
"M1"	"CDHR1"	"GDPGP1"
"M1"	"PFKP"	"NPW"
"M1"	"ITGA8"	"RPL3L"
"M1"	"ITGA8"	"ANO2"
"M1"	"CACNA1S"	"BCAR3"
"M1"	"CACNA1S"	"TTLL7"
"M1"	"CACNA1S"	"SEC63"
"M1"	"CACNA1S"	"PRKACG"
"M1"	"CACNA1S"	"CADM3"
"M1"	"CACNA1S"	"GPALPP1"
"M1"	"CACNA1S"	"MTCH2"
"M1"	"CACNA1S"	"GUSB"
"M1"	"CACNA1S"	"APIP"
"M1"	"CACNA1S"	"KRI1"
"M1"	"CACNA1S"	"FEZF1"
"M1"	"CACNA1S"	"UCP2"
"M1"	"CACNA1S"	"DDRGK1"
"M1"	"CACNA1S"	"NOD2"
"M1"	"CACNA1S"	"ZXDA"
"M1"	"AGO4"	"TAL2"
"M1"	"AGO4"	"TMEM233"
"M1"	"POP7"	"C8orf34"
"M1"	"GRM4"	"GRIK1"
"M1"	"GRM4"	"TNNC1"
"M1"	"GRM4"	"CDK5R2"
"M1"	"EPHA4"	"TCF3"
"M1"	"EPHA4"	"HSPG2"
"M1"	"EPHA4"	"NKRF"
"M1"	"EPHA4"	"TOP3A"
"M1"	"EPHA4"	"GZMM"
"M1"	"EPHA4"	"SARM1"
"M1"	"EPHA4"	"ADAP1"
"M1"	"EPHA4"	"DDIT4L"
"M1"	"EPHA4"	"PTP4A1"
"M1"	"EPHA4"	"SLX4"
"M1"	"EPHA4"	"PFN2"
"M1"	"EPHA4"	"AGRN"
"M1"	"EPHA4"	"SUN2"
"M1"	"EPHA4"	"HSD17B7"
"M1"	"EPHA4"	"TLK2"
"M1"	"EPHA4"	"MUC2"
"M1"	"EPHA4"	"LAMTOR4"
"M1"	"EPHA4"	"TBCD"
"M1"	"EPHA4"	"MCRS1"
"M1"	"EPHA4"	"KPNA5"
"M1"	"EPHA4"	"SPCS2"
"M1"	"EPHA4"	"ITPR3"
"M1"	"EPHA4"	"ATP1A1"
"M1"	"EPHA4"	"GREM1"
"M1"	"EPHA4"	"MYO7B"
"M1"	"EPHA4"	"ZC3HC1"
"M1"	"EPHA4"	"HMCN1"
"M1"	"EPHA4"	"GNPTAB"
"M1"	"EPHA4"	"IRX4"
"M1"	"EPHA4"	"WDR74"
"M1"	"EPHA4"	"RGS18"
"M1"	"EPHA4"	"QKI"
"M1"	"EPHA4"	"HIP1"
"M1"	"EPHA4"	"CCL1"
"M1"	"EPHA4"	"FAM78A"
"M1"	"EPHA4"	"HAND2"
"M1"	"EPHA4"	"HAUS5"
"M1"	"EPHA4"	"SIK1"
"M1"	"EPHA4"	"ACP1"
"M1"	"EPHA4"	"CD14"
"M1"	"EPHA4"	"KLF5"
"M1"	"EPHA4"	"THEM4"
"M1"	"EPHA4"	"MARCH10"
"M1"	"EPHA4"	"C15orf48"
"M1"	"TCF3"	"MUC16"
"M1"	"TCF3"	"CASZ1"
"M1"	"ESM1"	"CIRBP"
"M1"	"ESM1"	"SIPA1L3"
"M1"	"ESM1"	"ZNF2"
"M1"	"ESM1"	"IFI16"
"M1"	"ESM1"	"CDC25C"
"M1"	"ESM1"	"NFATC1"
"M1"	"ESM1"	"NEDD4L"
"M1"	"ESM1"	"CCL21"
"M1"	"ESM1"	"FAM19A5"
"M1"	"ESM1"	"RAB6B"
"M1"	"ESM1"	"MLF2"
"M1"	"ESM1"	"ATP5L"
"M1"	"ESM1"	"KDELC2"
"M1"	"ESM1"	"IL37"
"M1"	"ESM1"	"ZBTB37"
"M1"	"ESM1"	"MARCH8"
"M1"	"ESM1"	"SPATA5"
"M1"	"ESM1"	"IL12RB1"
"M1"	"ESM1"	"XRCC1"
"M1"	"FANCB"	"CABP5"
"M1"	"FANCB"	"ART3"
"M1"	"FANCB"	"CASZ1"
"M1"	"TSKS"	"HOXC4"
"M1"	"C19orf47"	"C8orf34"
"M1"	"ACY3"	"C8orf34"
"M1"	"ACY3"	"PKHD1"
"M1"	"IGFBP5"	"SERPINA5"
"M1"	"NAV2"	"NPW"
"M1"	"NAV2"	"AANAT"
"M1"	"NAV2"	"MCHR1"
"M1"	"RFX5"	"CDH8"
"M1"	"RFX5"	"PTPRN"
"M1"	"RFX5"	"FGF8"
"M1"	"ARF6"	"ACSL6"
"M1"	"PTPN21"	"CRB2"
"M1"	"PTPN21"	"EPHA2"
"M1"	"HNRNPR"	"C8orf34"
"M1"	"HNRNPR"	"COL23A1"
"M1"	"PRR5L"	"TNNC1"
"M1"	"PRR5L"	"NEUROD4"
"M1"	"CHTF8"	"LRRTM4"
"M1"	"ATRNL1"	"DAB1"
"M1"	"GIT1"	"EPHB6"
"M1"	"GIT1"	"CPNE6"
"M1"	"SFXN1"	"MPP7"
"M1"	"SFXN1"	"POTEE"
"M1"	"SH3RF2"	"HCN2"
"M1"	"MTHFD1"	"C8orf34"
"M1"	"MTHFD1"	"FAM19A4"
"M1"	"TBC1D8"	"TAL2"
"M1"	"TBC1D8"	"CPNE6"
"M1"	"TBC1D8"	"NPAS1"
"M1"	"TBC1D8"	"CCDC155"
"M1"	"CCL22"	"NPW"
"M1"	"CCL22"	"NPAS1"
"M1"	"FNIP1"	"STC2"
"M1"	"HIF3A"	"RHPN2"
"M1"	"HIF3A"	"PTP4A1"
"M1"	"HIF3A"	"IMP3"
"M1"	"HIF3A"	"DCUN1D3"
"M1"	"HIF3A"	"VASP"
"M1"	"HIF3A"	"APEH"
"M1"	"HIF3A"	"TOP2B"
"M1"	"HIF3A"	"CHMP3"
"M1"	"HIF3A"	"CAMK2B"
"M1"	"HIF3A"	"DNA2"
"M1"	"HIF3A"	"CRYBB2"
"M1"	"HIF3A"	"GIT2"
"M1"	"HIF3A"	"SFPQ"
"M1"	"HIF3A"	"SLC9A4"
"M1"	"HIF3A"	"RGS5"
"M1"	"HIF3A"	"PLXND1"
"M1"	"HIF3A"	"NEDD4"
"M1"	"HIF3A"	"MAPT"
"M1"	"HIF3A"	"C17orf97"
"M1"	"NDUFS1"	"HCN2"
"M1"	"NFATC2"	"NPW"
